constituency_id,candidate_name,party_abbreviation,symbol_name,votes
PP-275,Makhdoomzada Syed Basit Ahmad Sultan,Independent,Road Roller,- 
PP-277,Mian Alamdar Abbas Qureshi,Independent,Pitcher,34302 
PP-277,Muhammad Iqbal Khan,Independent,Tonga,30767 
PP-277,Nosheen Abbas,PTI,Bat,16338 
PP-277,Shoaib Kamran Khan,TLP,Crane,7774 
PP-277,Muhammad Habib ullah Qureshi,Independent,Jeep,4837 
PP-277,Muhammad Rizwan Khalid,Independent,Pencil,1828 
PP-277,Muhammad Ayaz Khan,Independent,Tandoor,281 
PP-277,Sadam Hussain,Independent,Bucket,165 
PP-277,Azhar Iqbal,JPP,Fountain,89 
PP-277,Sajid Mehmood Ashraf,Independent,Wrist Watch,- 
PP-277,Zulfiqar Ali Khan,Independent,Charpai,- 
PP-277,Muhammad Shafiq ur rehman,APML,Eagle,- 
PP-277,Main Riaz Hussain Qureshi,Independent,Donkey Cart,- 
PP-277,Ch. Khalid Mahmood,PML N,Tiger,- 
PP-278,Niaz Hussain Khan,PTI,Bat,28287 
PP-278,Muhammad Zeeshan Gurmani,Independent,Pitcher,23026 
PP-278,Malik Bilal Ahmad Khar,PPPP,Arrow,15449 
PP-278,Khalil u Rehman Khan Gurmani,Independent,Tonga,11442 
PP-278,Muhammad Akmal Khan Rao,Independent,Bucket,11332 
PP-278,Mian Amir Sultan Goraya,PAR,Jharoo,1484 
PP-278,Muhammad Mohsin Raza Khar,Independent,Fork,606 
PP-278,Malik Muhammad Basit Khar,Independent,Charpai,568 
PP-278,Saeed Ahmad,Independent,Bowl,507 
PP-278,Muhammad Ibrahim Ghouri,TLI,Cannon,474 
PP-278,Abdul Majeed,MMA,Book,471 
PP-278,Mehboob Ali,Independent,Geyser,218 
PP-278,Muhammad Ayoub,Independent,Tooth Brush,187 
PP-278,Malik Abdul Ahad,TLP,Crane,- 
PP-278,Khuda Bakhsh,Independent,Sewing Machine,- 
PP-276,Muhammad Aoon Hamid,PTI,Bat,32090 
PP-276,Muhammad Jamil Ahmad Shah,PPPP,Arrow,24864 
PP-276,Muhammad Shahzad Iqbal,TLP,Crane,7216 
PP-276,Jamshaid Ahmad,PAR,Jharoo,6475 
PP-276,Shair Ali,MMA,Book,1643 
PP-276,Muhammad Abdullah Fahad,Independent,Screw Driver,1263 
PP-276,Muhammad Sadiq,TLI,Cannon,319 
PP-276,Malik Muhammad Ajmal,Independent,Teapot,251 
PP-276,Muhammad Ramzan,ATP,Tyre,156 
PP-276,Manzoor Ahmad,Independent,Lock,118 
PP-276,Muhammad Shahbaz,PPP SB,Fist,84 
PP-276,Ghulam Yasin,Independent,Charpai,81 
PP-276,Amjad Ali Jam,Independent,Jeep,69 
PP-276,Mian Khizir Hayat Makwal,Independent,Bucket,61 
PP-276,Muhammad Shoaib,Independent,Bowl,- 
PP-276,Malik Ahmad Karim Qaswar Langrriya,Independent,Pitcher,- 
PP-276,Mehar Ghulam Nabbi Arshad,Independent,Water Cooler,- 
PP-269,Azhar Abbas,PML N,Tiger,28293 
PP-269,Ghulam Murtaza Raheem,PTI,Bat,24011 
PP-269,Nasir Abbas,PAR,Jharoo,17116 
PP-269,Ghulam Muhammad Khan,Independent,Charpai,2206 
PP-269,Muhammad Afzal,MMA,Book,1617 
PP-269,Allah Ditta,Independent,Pitcher,1612 
PP-269,Saeed ul Hassan,Independent,Gun,832 
PP-269,Muhammad Sarwar,Independent,Bucket,617 
PP-269,Abdul Hameed,Independent,Tonga,453 
PP-269,Muhammad Sajid,MP,Comb,447 
PP-269,Syed Ahsan Abbas Bukhari,Independent,Jug,76 
PP-269,Mehar Abdul Hussain Taragar,Independent,Jeep,- 
PP-269,Mehar Irshad Ahmed Khan,PPPP,Arrow,- 
PP-269,Mazhar Abbas,TLP,Crane,- 
PP-269,Mazhar Abbas,Independent,Water Cooler,- 
PP-269,Mazhar Hussain,Independent,Revolver,- 
PP-269,Makhdoom Syed Muzaffar Hussain,Independent,Bed,- 
PP-269,Muhammad Ali Raza Khokhar,Independent,Generator,- 
PP-269,Naveed Ahmed,Independent,Basket,- 
PP-271,Muhammad Aamir Karamat,PAR,Jharoo,18516 
PP-271,Muhammad Ismail,Independent,Jeep,15150 
PP-271,Abdul Wahab,PML N,Tiger,4059 
PP-271,Abdul Rasheed Sheikh,MMA,Book,3518 
PP-271,Aamir Abdullah,Independent,Pencil,1348 
PP-271,Amjad Ali,Independent,Gun,588 
PP-271,Muhammad Abad,Independent,Tandoor,407 
PP-271,Kazim Hussain,Independent,Ice Cream,395 
PP-271,Syed Muhammad Abbas,Independent,Bucket,208 
PP-271,Bilal Ahmed Khan,Independent,Lock,66 
PP-271,Syed Muhammad Umer Amad,Independent,Hammer,- 
PP-271,Akhtar Ali Baloch,PPPP,Arrow,- 
PP-242,Zahid Akram,PML N,Tiger,41100 
PP-242,Muhammad Abdullah Vains,PTI,Bat,36843 
PP-242,Kashif Sana,PML Z,Helicopter,26547 
PP-242,Falak Shair,TLP,Crane,3242 
PP-242,Qamar Farooq,AATPK,Chair,3188 
PP-242,Muhammad Azeem Aqeel,Independent,Sheep,2121 
PP-242,Mehran Ayob,PAR,Jharoo,210 
PP-242,Hadayat Ullah,Independent,Pencil,210 
PP-242,Muhammad Rafi,Independent,Bottle,120 
PP-242,Shahid Pervaiz Shaheen,Independent,Bucket,- 
PP-244,Muhammad Arshad,PML N,Tiger,40110 
PP-244,Kashif Naveed,Independent,Bottle,31261 
PP-244,Muhammad Noman Javaid,PML Z,Helicopter,12902 
PP-244,Khalid Naeem,TLP,Crane,7687 
PP-244,Muhammad Aamir Wattoo,Independent,Cricket Stumps,6281 
PP-244,Muhammad Nasir Asghar,PPP SB,Fist,143 
PP-244,Muhammad Naeem Anwer,Independent,Pencil,140 
PP-244,Muhammad Anwer,Independent,Bucket,99 
PP-244,Malik Fayyaz Ahmad,Independent,Jeep,85 
PP-244,Muhammad Akhter Tahir,Independent,Charpai,82 
PP-244,Muhammad Aslam,AATPK,Chair,70 
PP-244,Khaliq Hussain,Independent,Jug,62 
PP-244,Muhammad Ghazi,Independent,Gun,60 
PP-244,Muhammad Ilyas,Independent,Pitcher,9 
PP-244,Mir Shahzad,Independent,Wrist Watch,- 
PP-244,Rao Shahid Tasleem,Independent,Gas Cylinder,- 
PP-244,Muhammad Qasim,PKI,Plough,- 
PP-244,Ajlal Haider,Independent,Fan,- 
PP-235,Muhammad Ali Raza Khan Khakwani,PTI,Bat,49725 
PP-235,Asif Saeed,PML N,Tiger,43812 
PP-235,Ghazanfar Abbas,Independent,Pomegranate,7624 
PP-235,Muhammad Rizwan Hussain,TLP,Crane,4072 
PP-235,Ali Raza Khan,PPPP,Arrow,3091 
PP-235,Safdar Abbas Khan,PAR,Jharoo,1700 
PP-235,Mian Majid Nawaz,Independent,Ice Cream,696 
PP-235,Muhammad Nawaz,Independent,Pitcher,620 
PP-235,Muhammad Abbas Khan,Independent,Bucket,285 
PP-235,Rana Muhammad Khalid Khan,MMA,Book,220 
PP-235,Mian Shehzad Sajjad Sandhal,Independent,Gun,76 
PP-235,Saeed Ahmed Khan Manais,Independent,Tooth Brush,- 
PP-267,CH MUHAMMAD SHAFIQ ANWAR,PML N,Tiger,42272 
PP-267,SAJJAD AHMED,PTI,Bat,41762 
PP-267,RANA TARIQ MEHMOOD KHAN,PPPP,Arrow,9560 
PP-267,MUHAMMAD MAJEED,Independent,Bucket,3933 
PP-267,NOMAN KHALID,TLP,Crane,2353 
PP-267,MUHAMMAD RAMZAN,AATPK,Chair,835 
PP-267,MUHAMMAD AKRAM,PTI N,Batsman,286 
PP-267,HAFIZ ASIF RASHEED,Independent,Railway Engine,130 
PP-267,AWAIS SHAFIQ,Independent,Knife,89 
PP-267,SHOUKAT DAWOOD,Independent,Tooth Brush,62 
PP-267,MUHAMMAD HAFEEZ,Independent,Jeep,51 
PP-267,SALMAN MEHMOOD KHAN,Independent,Basket,42 
PP-267,SIDDIQUE AHMAD,Independent,Pressure Cooker,25 
PP-239,Rana Abdur Rauf,PML N,Tiger,42495 
PP-239,Ehtesham ul Haq Laleka,PTI,Bat,25658 
PP-239,Syed Irfan Mohsin,PHP,Sun,7203 
PP-239,Muhammad Sohail,AATPK,Chair,3590 
PP-239,Muhammad Saleem,MMA,Book,2412 
PP-239,Muhammad Farooq,TLP,Crane,2008 
PP-239,Noor Muhammad Ghaffari,Independent,Charpai,863 
PP-239,Irfan Sarwar,Independent,Excavator,827 
PP-239,Muhammad Tahir Khalid,Independent,Sheep,787 
PP-239,Parveen Iqbal,Independent,Ring,467 
PP-239,Nazar Muhammad alias Ahmad Nadeem,Independent,Rabbit,326 
PP-239,Abdur Raheem,Independent,Jug,159 
PP-239,Riaz Ahmad,Independent,Bucket,113 
PP-239,Sardar Mudassir Fareed,Independent,Bottle,45 
PP-239,Rana Abdul Majeed Khan,Independent,Jeep,- 
PP-239,Muhammad Yaseen,Independent,Scooter,- 
PP-239,Rao Ijaz Ali Khan,Independent,Carrom Board,- 
PP-239,Muhammad Arif,PKI,Plough,- 
PP-239,Sheikh Fazal Elahi,Independent,Television,- 
PP-239,Muhammad Sohail Khan Zahid,Independent,Tonga,- 
PP-239,Ikram Ullah Khan,Independent,Mobile Phone,- 
PP-239,Abdul Malik,Independent,Bowl,- 
PP-239,Muhammad Awais Asghar,PML Z,Helicopter,- 
PP-239,Adnan Asghar,Independent,Apple,- 
PP-274,Muhammad Raza Hussain Bukhari,PTI,Bat,27256 
PP-274,Muhammad Nawab Khan Gopang,Independent,Bucket,26035 
PP-274,Muhammad Qaim Shah,Independent,Jeep,25535 
PP-274,Muhammad Abdullah,PML N,Tiger,5891 
PP-274,Syed Haroon Ahmed Sultan,Independent,Bowl,561 
PP-290,Sardar Ahmad Ali Khan Dareshak,PTI,Bat,32375 
PP-290,Usama Abdul Karim,Independent,Jeep,19408 
PP-290,Muhammad Ramzan Qadir,PPPP,Arrow,7494 
PP-290,Muhammad Hanif,Independent,Bucket,613 
PP-290,Muhammad Yousaf,Independent,Jug,260 
PP-290,Mushtaq Hussain Bughlani,Independent,Ox,260 
PP-290,Muhammad Ahmad Khan Leghari,PML N,Tiger,188 
PP-290,Aman Ullah Urf Mala,Independent,Pitcher,133 
PP-290,Muhammad Atif Ali Dareshak,Independent,Sheep,- 
PP-268,Malik Ghulam Qasim Hanjra,PML N,Tiger,30432 
PP-268,Rana Aurang Zaib,Independent,Pitcher,29251 
PP-268,Syed Muhammad Jafir Muzamil,Independent,Study Table With Chair,21332 
PP-268,Tariq Mehmood,PTI,Bat,7242 
PP-268,Abid Manzoor,TLP,Crane,5649 
PP-268,Muhammad Aslam Khan,Independent,Sheep,2587 
PP-268,Muhammad Waqas Sultan,Independent,Pencil,582 
PP-268,Muhammad Aslam,Independent,Ice Cream,378 
PP-268,Sooba Khan,Independent,Bucket,208 
PP-268,Amir Fahim Khan,Independent,Bottle,199 
PP-268,Muhammad Ishaq,Independent,Pomegranate,155 
PP-268,Amir Fahim Khan,Independent,Bottle,- 
PP-245,Zaheer Iqbal,PML N,Tiger,47177 
PP-245,Muhammad Asghar,PTI,Bat,42196 
PP-245,Muhammad Asim Javed Abbasi,PPPP,Arrow,2905 
PP-245,Muhammad Yousaf,PFP,Ship,406 
PP-245,Haji Muhammad Hanif,Independent,Pitcher,238 
PP-245,Nasreen Anwar,Independent,Bucket,134 
PP-285,Khawaja Muhammad Daud Sulemani,PTI,Bat,27840 
PP-285,Muhammad Tahir,Independent,Bucket,18620 
PP-285,Abdul Majeed,PAR,Jharoo,4774 
PP-285,Maqsood Alam,Independent,Fan,3497 
PP-285,Umar Asghar Khan Khitran,Independent,Sun Flower,2930 
PP-285,Ghulam Mustafa Khan,Independent,Lock,2791 
PP-285,Rasheeda Begum,Independent,Fridge,375 
PP-285,Shamoona Ambreen,PML N,Tiger,326 
PP-285,Khawaja Sheraz Mehmood,Independent,Apple,191 
PP-285,Shafiq Alam,Independent,Goat,130 
PP-285,Qaisar Raza Qaisrani,Independent,Gun,114 
PP-285,Abdul Raouf,NP,Saw,108 
PP-285,Shahzad Hanif,Independent,Wrench,97 
PP-285,Mehtab Ahmad,Independent,Jug,86 
PP-285,Muhammad Zahid,Independent,Tandoor,66 
PP-285,Meer Ali Shair,Independent,Jeep,54 
PP-285,Ameer Muhammad Zulqernain,Independent,Revolver,43 
PP-285,Muhammad Babar Shair Khan Laghari,TLP,Crane,- 
PP-285,Sardar Conficious Imam Qaiserani,Independent,Pitcher,- 
PP-285,Rashida Naseem,AATP,Mug,- 
PP-285,Khawaja Mudassir Mehmood,Independent,Tooth Brush,- 
PP-285,Mumtaz Ahmed Qaisrani,Independent,Charpai,- 
PP-285,Muneer Ahmed,Independent,Bottle,- 
PP-285,Ejaz Ahmed,Independent,Water Cooler,- 
PP-263,MUHAMMAD SHAFIQ SON OF MUHAMMAD SIDDIQUE,PTI,Bat,46472 
PP-263,MEHMOOD UL HASSAN,PML N,Tiger,41991 
PP-263,SYED USMAN MEHMOOD,PPPP,Arrow,22992 
PP-263,Muhammad waseem,Independent,Sheep,1437 
PP-263,UZMA SARWAR,TLP,Crane,1333 
PP-263,GHULAM MURTAZA,MMA,Book,768 
PP-263,RAEES SHER MUHAMMAD CHANNA,Independent,Screw Driver,636 
PP-263,MUHAMMAD SHAFI SON OF MUHAMMAD HUSSAIN,Independent,Ice Cream,633 
PP-263,TARIQ SIDDIQUE,Independent,Pencil,582 
PP-288,Mohsin Atta Khan Khosa,Independent,Bucket,39396 
PP-288,Sardar Muhammad Saifuddin Khan Khosa,PTI,Bat,30132 
PP-288,Irfan Ullah,TLP,Crane,3516 
PP-288,Asim Zubair Khan Khosa,Independent,Jeep,2035 
PP-288,Bilal Ahmed,AATPK,Chair,1079 
PP-288,Abdul Hafeez,Independent,Pitcher,934 
PP-266,MUMTAZ ALI,PPPP,Arrow,35331 
PP-266,SHAUKAT DAUD,PML N,Tiger,20880 
PP-266,MUHAMMAD AKMAL,PTI,Bat,18808 
PP-266,NADEEM ABBAS CHEEMA,Independent,Bucket,4161 
PP-266,UZAIR AHMAD,MMA,Book,2660 
PP-266,KHALIL UR REHMAN KHAN,Independent,Hand Pump,2450 
PP-266,FARHAD ALI,Independent,Pencil,2101 
PP-266,ABDUL JABBAR,Independent,Sheep,1504 
PP-266,ZAHID NAWAZ,Independent,Jeep,1410 
PP-266,KALSOOM AKHTAR,TLP,Crane,944 
PP-266,MUHAMMAD AKMAL KHAN,Independent,Knife,309 
PP-266,ABDUL KHALIQ,AATPK,Chair,266 
PP-266,MUHAMMAD SAFDAR KHAN LAGHARI,Independent,Tooth Brush,211 
PP-266,ALI ASGHAR,Independent,Jug,149 
PP-266,AWAIS SHAFIQUE,Independent,Basket,52 
PP-266,KHALID MEHMOOD,Independent,Pitcher,44 
PP-266,RAIS NABEEL AHMAD,Independent,Butterfly,36 
PP-266,ABDUL MANAN GULL,Independent,Parrot,20 
PP-266,NEHAL KHAN ABBASI,Independent,Pickup,- 
PP-266,MUHAMMAD ARSHAD KHAN LEGHARI,Independent,Scooter,- 
PP-266,AUN MUHAMMAD KHAN LEGHARI,Independent,Screw Driver,- 
PP-266,WAZIR AHMED,Independent,Gun,- 
PP-287,Javeed Akhtar,PTI,Bat,42593 
PP-287,Mohsin Atta Khan Khosa,Independent,Bucket,33695 
PP-287,Muhammad Arif,PPPP,Arrow,1983 
PP-287,Arshad Abbas,MMA,Book,1629 
PP-287,Ishfaq Sarwar Dasti,Independent,Pitcher,350 
PP-287,Ghulam Muhammad,Independent,King,199 
PP-287,Muhammad Tahir Khan,Independent,Jeep,137 
PP-287,Sami Ullah,Independent,Goat,113 
PP-254,Syed Aamir Ali Shah,PPPP,Arrow,27403 
PP-254,Arif Aziz Sheikh,Independent,Jeep,24545 
PP-254,Syed Iftikhar Hussain,PTI,Bat,22124 
PP-254,Parveen Atta,Independent,Bucket,1909 
PP-254,Zahid Mehmood,PML N,Tiger,1731 
PP-254,Syed Ghulam Irtaza Shah Jamali,Independent,Apple,222 
PP-254,Makhdoom Zada Syed Omer Raza Gillani,Independent,Wrist Watch,140 
PP-254,Syed IIshrat Jehanian Bukhari,TLP,Crane,- 
PP-236,Muhammad Jahanzaib Khan Khichi,PTI,Bat,38010 
PP-236,Azhar Ahmad Khan Yousaf Zai,PML N,Tiger,20488 
PP-236,Mian Khaliq Nawaz,Independent,Pomegranate,14883 
PP-236,Abdullah Hayat Khan,PPPP,Arrow,10481 
PP-236,Rao Muhammad Ishaq Khan,Independent,Bottle,5028 
PP-236,Muhammad Imran Khan,AATPK,Chair,3829 
PP-236,Rao Dil Nawaz,TLP,Crane,3515 
PP-236,Mian Basit Nawaz,Independent,Ice Cream,1756 
PP-236,Ahmad Yar,Independent,Pitcher,1508 
PP-236,Mian Saleem Iqbal,Independent,Ox,491 
PP-236,Abdul Rab,Independent,Apple,483 
PP-236,Zeeshan Ahmad,Independent,Bucket,319 
PP-236,MUHAMMAD TAHIR KHAN,Independent,Television,76 
PP-236,Shahzad Mohsin Raza,Independent,Computer,- 
PP-236,Chaudary Muhammad Bilal,Independent,Gun,- 
PP-237,Fida Hussain,Independent,Pitcher,56411 
PP-237,Muhammad Tariq Usman,PTI,Bat,47630 
PP-237,Syed ahmad Shah,TLP,Crane,12874 
PP-237,Akhtar Ali,Independent,Bucket,523 
PP-237,Mian Fazeel Ali,Independent,Rabbit,129 
PP-237,Muhammad Mashah,Independent,Tandoor,- 
PP-237,Waqas Ahmed,PHP,Sun,- 
PP-251,Malik Khalid Mehmood Babar,PML N,Tiger,43047 
PP-251,Malik Jahanzaib Waron,PTI,Bat,21802 
PP-251,Syed Naseem Abbas Bukhari,PPPP,Arrow,20715 
PP-251,Sahabzada Shah Zain Abbasi,Independent,Jeep,12241 
PP-251,Muhammad Ijaz,TLP,Crane,4385 
PP-251,Rafat u Rehman Rehmani,Independent,Television,159 
PP-259,MAKHDOOM HASHIM JAWAN BAKHT,PTI,Bat,46575 
PP-259,MAKHDOOM MUHAMMAD IRTAZA,PPPP,Arrow,26010 
PP-259,SARDAR MUHAMMAD NAWAZ KHAN,PML N,Tiger,24267 
PP-259,NAZIR AHMED,Independent,Ice Cream,1482 
PP-259,MUHAMMAD UMAR AWAN,MMA,Book,1196 
PP-259,QAMAR UD DIN KHAN,Independent,Spoon,981 
PP-259,ABDUL HAKEEM,PAR,Jharoo,727 
PP-259,GHULAM QASIM DASTI,Independent,Pitcher,459 
PP-259,ABDUL GHAFFAR,Independent,King,217 
PP-259,MUHAMMAD AHSAN ABID,Independent,Charpai,185 
PP-259,SYED IBRAR HUSSAIN SHAH,Independent,Ox,164 
PP-259,SOFIA SADIQ,Independent,Queen,96 
PP-259,MUHAMMAD IMRAN,Independent,Rabbit,93 
PP-259,MAKHDOOM TAHIR RASHEED UD DIN,Independent,Cricket Stumps,84 
PP-259,MUHAMMAD SHAHBAZ SHARIF,Independent,Bucket,78 
PP-259,MUHAMMAD ASIM,Independent,Sparrow,59 
PP-259,asif iqbal,Independent,Spade,39 
PP-259,dilshad rind,PJDP,Gavel,- 
PP-233,Rai Zahoor Ahmad,PTI,Bat,35007 
PP-233,Saeed Ahmad Khan Manais,Independent,Pitcher,24923 
PP-233,Nizam Ul Din,Independent,Jug,18557 
PP-233,Muhammad Khurram Nazar Duggal,Independent,Tonga,15857 
PP-233,Shafqat Ghaffar,TLP,Crane,6507 
PP-233,Muhammad Shabbir Rao Billu Khan,Independent,Bottle,5709 
PP-233,Muhammad Saleem,PPPP,Arrow,2060 
PP-233,Muhammad Zakir,Independent,Bucket,1438 
PP-233,Muhammad Irshad,Independent,Sheep,1201 
PP-233,Safdar Abbas Khan,PAR,Jharoo,389 
PP-233,Muhammad Naeem Akhtar khan,Independent,Tooth Brush,123 
PP-233,Muhammad Ajmal,Independent,Ring,117 
PP-233,Ghulam Ahmad,Independent,Rabbit,76 
PP-233,Muhammad Azhar,Independent,Fan,26 
PP-233,Muhammad lqbal Sanvar,Independent,Ox,- 
PP-232,Muhammad Ejaz Hussain,PTI,Bat,27284 
PP-232,Bilal Akbar Bhatti,PML N,Tiger,25499 
PP-232,Malik Nosher Khan Anjum Langrial,Independent,Pitcher,18744 
PP-232,Ali Waqas,Independent,Bullock Cart,16461 
PP-232,Syed Fazal Rasool Shah,TLP,Crane,6633 
PP-232,Muhammad Shabbir Alam,Independent,Bucket,4826 
PP-232,AYAZ HUSSAIN,PHP,Sun,2377 
PP-232,Mumtaz Masood Chaudhary,Independent,Ice Cream,1179 
PP-232,Liaqat Ali,Independent,Gun,881 
PP-232,Rabia Khan,APML,Eagle,677 
PP-232,Muhammad Zafar Iqbal,Independent,Tandoor,591 
PP-232,Latif Haider,Independent,Tricycle,201 
PP-232,Waseem Abdullah,Independent,Bowl,119 
PP-246,Sami Ullah Choudhry,PTI,Bat,46175 
PP-246,Rana Muhammad Tariq Khan,PML N,Tiger,36851 
PP-246,Shafqat ur rehman,MMA,Book,2077 
PP-246,Shakir Mirza,PPPP,Arrow,1809 
PP-246,Ejaz Hussain,APML,Eagle,691 
PP-246,Muhammad Aslam,Independent,Gun,464 
PP-246,Muhammad Tayyab Ashiq,AATPK,Chair,111 
PP-246,Mehmood Aslam,PAR,Jharoo,105 
PP-246,Muhammad Usman Farooq,Independent,Pitcher,46 
PP-246,Saleem Maseeh Gul,NP,Saw,- 
PP-246,Muhammad Yousaf Akram Abbasi,TLP,Crane,- 
PP-142,khan Sher Albar Khan,PTI,Bat,26261 
PP-142,Ishtiaq Ahmad S/O Malik Mushtaq Ahmad,PML N,Tiger,19100 
PP-142,Rana Asad Ullah Khan,Independent,Jeep,12617 
PP-142,Shabir Abbas,TLP,Crane,12089 
PP-142,Sardar Muhammad Wasif Dogar,Independent,Bucket,10186 
PP-142,Zaka Ullah,Independent,Tonga,3676 
PP-142,Ehsan Ullah Rafique,AATPK,Chair,1511 
PP-142,Nadir Ali,Independent,Ice Cream,671 
PP-142,Amir Shehzad,Independent,Bullock Cart,629 
PP-142,Mustafa Bhatti,Independent,Water Cooler,175 
PP-142,Amanat Ali,Independent,Basket,152 
PP-142,Nadeem Zafar,Independent,Spinning Wheel,121 
PP-142,Muhammad Nawaz,Independent,Jug,116 
PP-142,Faizan Khalid,Independent,Hammer,96 
PP-142,Muhammad Hanif,Independent,Hud Hud,92 
PP-142,Tahir Saeed,Independent,Charpai,61 
PP-142,Malik Ali Hussain Khokhar,Independent,Gun,38 
PP-142,Muhammad Naeem Afzal,Independent,Lock,36 
PP-142,Arsalan Khalid,Independent,Apple,24 
PP-142,Muhammad Kashif Miraj,Independent,Mobile Phone,19 
PP-142,Miraj Din Khalid,Independent,Sun Flower,3 
PP-142,Mumtaz Mehmood Khan,PPPP,Arrow,- 
PP-142,Tariq Mehmood,Independent,Excavator,- 
PP-142,Shabir Hussain Bhatti,Independent,Pickup,- 
PP-142,Zulqurnain Dogar,Independent,Rabbit,- 
PP-142,Khurram Shahzad Virk,Independent,'K',- 
PP-142,Khalid Mehmood,Independent,Parrot,- 
PP-142,Hafiz Muhammad Nadeem,Independent,Dhol,- 
PP-142,Ch.Muhammad Suleman,Independent,Bowl,- 
PP-142,Ishtiaq,Independent,Knife,- 
PP-142,Nasrullah Khan,Independent,Pitcher,- 
PP-224,Zawar Hussain Warraich,PTI,Bat,60482 
PP-224,Muhammad Amir Iqbal Shah,PML N,Tiger,48211 
PP-224,Muhammad Ibrahim,PPPP,Arrow,4609 
PP-224,Muhammad Abdullah Jan,TLP,Crane,4272 
PP-224,Hafiz Abdul Shakoor,MMA,Book,663 
PP-224,Muhammad Rizwan,PTI N,Batsman,555 
PP-224,Muhammad RehmatuMuhammad Rehmatullah Tahir Janllah Tahir Jan,Independent,Gun,- 
PP-224,Mian Muhammad Shafiq,Independent,Pressure Cooker,- 
PP-221,Rana Ejaz Ahmad Noon,PML N,Tiger,47886 
PP-221,Sohail Ahmad Noon,PTI,Bat,32439 
PP-221,Khurram Farid Khan Khakwani,PPPP,Arrow,18758 
PP-221,Ashiq Ali,TLP,Crane,3920 
PP-221,Safder Mureed Abbas,Independent,Ice Cream,2100 
PP-221,Rana Shoukat Hayat Noon,Independent,Pencil,1163 
PP-221,Syed Mujahid Ali Shah,Independent,Ice Cream,861 
PP-221,Ghazanfar ul zaman khan,Independent,Goat,167 
PP-221,Sohail Khan,Independent,Flower Pot,135 
PP-247,Muhammad Kazim Peerzada,PML N,Tiger,51420 
PP-247,Muhammad Nawaz,Independent,Bucket,29896 
PP-247,Syed Bilal Mustafa Gardezi,PTI,Bat,23798 
PP-247,Rao Tariq Mahmood,PPPP,Arrow,7150 
PP-247,Hafiz Khair Muhammad,MMA,Book,1569 
PP-147,MUJATABA SHUJAH UR REHMAN,PML N,Tiger,69031 
PP-147,MUHAMMAD TARIQ SAADAT,PTI,Bat,28887 
PP-147,MUHAMMAD SHAUKAT,MMA,Book,2556 
PP-147,ARSHAD MAHMOOD BUTT,AATPK,Chair,1414 
PP-147,TAHIR NAVEED,Independent,Bucket,201 
PP-147,GULRAIZ IQBAL,Independent,Telephone,60 
PP-147,HAFIZ MOHAMMAD NAWAZ BUTT,TLP,Crane,- 
PP-146,ZAMAN NASEEB,PTI,Bat,43422 
PP-146,MUHAMMAD HAMZA SHAHBAZ SHAREEF,PML N,Tiger,3385 
PP-146,NOREEN SALEEM,PPPP,Arrow,1392 
PP-146,MUHAMMAD MOHSIN,Independent,Pitcher,664 
PP-146,CHAUDHRY ABDUL RAUF,Independent,Combat Tank,193 
PP-146,HAFIZ MUHAMMAD JUNAID,Independent,Scooter,87 
PP-146,TAHIR NAVEED,Independent,Pickup,82 
PP-146,MIAN SALMAN SHOAIB,Independent,Jeep,53 
PP-146,NAEEM SHAHZAD,Independent,Jug,47 
PP-146,AZAM WAHEED,TLP,Crane,- 
PP-146,MUHAMMAD IMRAN KHAN,Independent,Lock,- 
PP-146,BILAL AHMED MEER,MMA,Book,- 
PP-143,Sajjad Haider Nadeem,PML N,Tiger,31388 
PP-143,Rana Waheed Ahmad,PTI,Bat,30319 
PP-143,Muhammad Sarfraz,Independent,Bucket,29862 
PP-143,Muhammad Zaman Khan,TLP,Crane,13108 
PP-143,Sajad Baqar,Independent,Pitcher,8667 
PP-143,Muhammad Saleem,Independent,Rabbit,4650 
PP-143,Rai Azeem Saeed,Independent,Jug,2992 
PP-143,Sarfraz Ahmad Khan,MMA,Book,2364 
PP-143,Ameer Ali,Independent,Jeep,1639 
PP-143,Faiz Ur Rahman,AATPK,Chair,1600 
PP-143,Sardar Sarfraz Ahmad,Independent,Cooking Pot,1496 
PP-143,Muhammad Azhar HUssain Bhatti,Independent,Round Table,512 
PP-143,Ameer Hamza,Independent,Ice Cream,370 
PP-143,Muhammad Mazhar Ali,Independent,Ox,174 
PP-143,Amir Mehmood,Independent,Bullock Cart,163 
PP-143,Syed Muhammad Mushtaq Hussain Shah,Independent,Pressure Cooker,64 
PP-143,Muhammad Inzmam Ur Rahman,Independent,Basket,30 
PP-143,Raffaqat Shaheen,Independent,Bottle,14 
PP-143,Rana Saeed Ahmad,Independent,Water Cooler,- 
PP-143,Chaudhary Abdul Rahman,Independent,Table,- 
PP-143,Inam ul haq,PPPP,Arrow,- 
PP-137,Muhammad Ashraf Rasool,PML N,Tiger,37939 
PP-137,Ali Abbas,PTI,Bat,31488 
PP-137,Asghar Ali,TLP,Crane,9771 
PP-137,Syed Zain Abbas,PPPP,Arrow,1703 
PP-137,Hafiz Mehmood Ul Hassan,Independent,Pitcher,923 
PP-137,Muhammad Hussian Abbas,Independent,Ox,835 
PP-137,Malik Muhammad Iqbal,Independent,Jeep,107 
PP-137,Rizwan Ali,PST,Table Lamp,81 
PP-137,Haroon Shahzad Bhatti,APML,Eagle,75 
